,Preds,Actual
1362,466.0757751464844,232.46020507812503
1363,340.39056396484375,139.31590270996
1364,498.87945556640625,268.309600830078
1365,597.6200561523438,384.276397705078
1366,645.1753540039062,433.680603027343
1367,464.3752746582031,222.543304443359
1368,608.1875610351562,363.537902832031
1369,1095.87939453125,990.2236938476561
1370,1816.2296142578125,1989.2800292968702
1371,2195.394287109375,2469.48193359375
1372,2127.541748046875,2324.88598632812
1373,2027.8375244140625,2090.93798828125
1374,1968.190673828125,2033.1230468750002
1375,2056.841796875,2162.26489257812
1376,2050.320068359375,2170.70288085937
1377,2208.583251953125,2397.64599609375
1378,2294.36865234375,2546.876953125
1379,2219.831298828125,2446.30493164062
1380,2111.756103515625,2257.3359375
1381,2142.97802734375,2314.67407226562
1382,1851.3175048828125,1912.84497070312
1383,1830.0877685546875,1850.67602539062
1384,1522.2310791015625,1458.05102539062
1385,1406.211669921875,1304.50695800781
1386,1357.156494140625,1246.79699707031
1387,1308.1949462890625,1224.36401367187
1388,1195.2220458984375,1069.55297851562
1389,1216.9752197265625,1102.75402832031
1390,1297.62646484375,1215.57104492187
1391,1496.910400390625,1486.30700683593
1392,1594.7855224609375,1602.248046875
1393,1876.4913330078125,1977.9589843750002
1394,1792.539306640625,1845.85205078125
1395,1857.5469970703125,1879.07299804687
1396,1750.2021484375,1740.4150390625
1397,1607.4884033203125,1547.85302734375
1398,1720.385986328125,1711.4599609375
1399,1551.583984375,1515.02502441406
1400,1484.941162109375,1406.4580078125
1401,1497.048583984375,1439.04797363281
1402,1438.5313720703125,1390.10998535156
1403,1362.176025390625,1282.083984375
1404,1198.4683837890625,1063.01794433593
1405,1248.2406005859375,1134.53796386718
1406,1451.819091796875,1439.3310546875
1407,1431.6925048828125,1410.02404785156
1408,1149.08349609375,992.7426147460928
1409,1357.6842041015625,1245.96398925781
1410,1645.4248046875,1683.60302734375
1411,1787.1409912109375,1879.75805664062
1412,1807.5169677734375,1854.9510498046798
1413,1717.8408203125,1722.39196777343
1414,1401.9871826171875,1306.18005371093
1415,1348.877685546875,1226.4990234375
1416,1310.782470703125,1239.73095703125
