Date,AT_solar_generation_actual,BE_solar_generation_actual,BG_solar_generation_actual,CH_solar_generation_actual,CZ_solar_generation_actual,Power,Temp,radiation_direct,radiation_h
2015-01-01T01:00:00+0100,0,0,0,,0,0,-1.035,0,0
2015-01-01T02:00:00+0100,0,0,0,0.05,0,0,-1.035,0,0
2015-01-01T03:00:00+0100,0,0,0,0.07,0,0,-1.109,0,0
2015-01-01T04:00:00+0100,0,0,0,0.07,0,0,-1.166,0,0
2015-01-01T05:00:00+0100,0,0,0,0.07,0,0,-1.226,0,0
2015-01-01T06:00:00+0100,0,0,0,0.07,0,0,-1.305,0,0
2015-01-01T07:00:00+0100,0,0,0,0.07,0,0,-1.478,0,0
2015-01-01T08:00:00+0100,2,0,234,0.23,8.04,71,-1.692,0.4328,6.768
2015-01-01T09:00:00+0100,10,92.66,445,2.1,22.04,773,-1.046,8.8773,51.9464
2015-01-01T10:00:00+0100,21,374.89,576,4.94,37.94,2117,0.072,34.1583,97.0929
2015-01-01T11:00:00+0100,32,739.92,599,8.14,71.9,3364,0.866,56.5458,120.2907
2015-01-01T12:00:00+0100,37,938.06,588,9.79,109.24,4198,1.493,62.869,126.2112
2015-01-01T13:00:00+0100,35,848.65,446,10.08,131.04,3500,1.818,54.2607,115.7275
2015-01-01T14:00:00+0100,27,537.16,222,7.69,83.14,2279,1.726,28.5704,87.5581
2015-01-01T15:00:00+0100,14,256.62,37,3.96,22.29,746,1.103,5.8398,38.3294
2015-01-01T16:00:00+0100,3,40.91,1,0.66,2.78,50,0.18,0.1808,2.2971
2015-01-01T17:00:00+0100,0,0,0,0.06,0,0,-0.154,0,0
2015-01-01T18:00:00+0100,0,0,0,0.07,0,0,-0.336,0,0
2015-01-01T19:00:00+0100,0,0,0,0.07,0,0,-0.41,0,0
2015-01-01T20:00:00+0100,0,0,0,0.07,0,0,-0.451,0,0
2015-01-01T21:00:00+0100,0,0,0,0.07,0,0,-0.493,0,0
2015-01-01T22:00:00+0100,0,0,0,0.07,0,0,-0.505,0,0
2015-01-01T23:00:00+0100,0,0,0,0.07,0,0,-0.481,0,0
2015-01-02T00:00:00+0100,0,0,0,0.07,0,0,-0.493,0,0
2015-01-02T01:00:00+0100,0,0,0,0.07,0,0,-0.49,0,0
2015-01-02T02:00:00+0100,0,0,0,0.04,0,0,-0.432,0,0
2015-01-02T03:00:00+0100,0,0,0,0.03,0,0,-0.326,0,0
2015-01-02T04:00:00+0100,0,0,0,0.03,0,0,-0.17,0,0
2015-01-02T05:00:00+0100,0,0,0,0.03,0,0,-0.016,0,0
2015-01-02T06:00:00+0100,0,0,1,0.03,0,0,0.198,0,0
2015-01-02T07:00:00+0100,0,0,61,0.05,3.88,0,0.486,0,0
2015-01-02T08:00:00+0100,3,0,212,0.47,25.56,38,0.893,0.2572,6.4205
2015-01-02T09:00:00+0100,15,6.96,342,3.3,122.31,252,1.577,1.5738,35.8543
2015-01-02T10:00:00+0100,33,70.89,419,6.48,232.11,667,2.327,3.6359,68.0313
2015-01-02T11:00:00+0100,50,169.08,406,9.16,299.42,1262,3.027,7.958,100.6625
2015-01-02T12:00:00+0100,58,329.49,353,7.3,194.6,1726,3.517,10.5469,112.3497
2015-01-02T13:00:00+0100,55,554.93,285,3.68,78.02,1899,3.729,8.6502,98.9765
2015-01-02T14:00:00+0100,41,582.9,141,1.85,28.64,1352,3.646,7.0701,76.7582
2015-01-02T15:00:00+0100,20,347.36,21,0.84,8.92,516,3.205,2.0189,32.6811
2015-01-02T16:00:00+0100,4,56.27,0,0.11,2.62,45,2.656,0.0472,1.6058
2015-01-02T17:00:00+0100,0,0,0,0.06,0,0,2.39,0,0
2015-01-02T18:00:00+0100,0,0,0,0.07,0,0,2.252,0,0
2015-01-02T19:00:00+0100,0,0,0,0.07,0,0,2.089,0,0
2015-01-02T20:00:00+0100,0,0,0,0.07,0,0,1.936,0,0
2015-01-02T21:00:00+0100,0,0,0,0.07,0,0,1.806,0,0
2015-01-02T22:00:00+0100,0,0,0,0.07,0,0,1.66,0,0
2015-01-02T23:00:00+0100,0,0,0,0.07,0,0,1.549,0,0
2015-01-03T00:00:00+0100,0,0,0,0.07,0,0,1.37,0,0
2015-01-03T01:00:00+0100,0,0,0,0.07,0,0,1.169,0,0
2015-01-03T02:00:00+0100,0,0,0,0.07,0,0,1.027,0,0
2015-01-03T03:00:00+0100,0,0,0,0.06,0,0,0.857,0,0
2015-01-03T04:00:00+0100,0,0,0,0.03,0,0,0.633,0,0
2015-01-03T05:00:00+0100,0,0,0,0.03,0,0,0.412,0,0
2015-01-03T06:00:00+0100,0,0,1,0.03,0,0,0.275,0,0
2015-01-03T07:00:00+0100,1,0,16,0.03,3.87,0,0.174,0,0
2015-01-03T08:00:00+0100,5,0.01,92,0.22,37.91,74,0.168,0.1957,6.2257
2015-01-03T09:00:00+0100,20,4.09,259,2.34,145.65,608,0.565,1.2206,34.9042
2015-01-03T10:00:00+0100,41,16.33,411,5.84,204.25,1279,1.077,1.8683,57.6725
2015-01-03T11:00:00+0100,58,29.03,498,7.49,215.66,1700,1.422,1.7873,65.2624
2015-01-03T12:00:00+0100,65,54.99,458,6.46,190.72,1618,1.595,1.4789,61.9175
2015-01-03T13:00:00+0100,59,75.55,359,4.97,133.96,1155,1.733,2.015,67.0434
2015-01-03T14:00:00+0100,43,73.48,198,3.55,62.33,587,1.72,1.9378,55.7007
2015-01-03T15:00:00+0100,23,29.2,31,1.61,14.2,195,1.395,0.5205,21.6627
2015-01-03T16:00:00+0100,6,3.58,0,0.13,2.66,21,0.871,0.0152,1.0474
2015-01-03T17:00:00+0100,0,0,0,0.03,0,0,0.766,0,0
2015-01-03T18:00:00+0100,0,0,0,0.06,0,0,0.746,0,0
2015-01-03T19:00:00+0100,0,0,0,0.07,0,0,0.844,0,0
2015-01-03T20:00:00+0100,0,0,0,0.07,0,0,0.817,0,0
2015-01-03T21:00:00+0100,0,0,0,0.07,0,0,0.67,0,0
2015-01-03T22:00:00+0100,0,0,0,0.07,0,0,0.677,0,0
2015-01-03T23:00:00+0100,0,0,0,0.07,0,0,0.522,0,0
2015-01-04T00:00:00+0100,0,0,0,0.07,0,0,0.3,0,0
2015-01-04T01:00:00+0100,0,0,0,0.07,0,0,0.213,0,0
2015-01-04T02:00:00+0100,0,0,0,0.07,0,0,0.152,0,0
2015-01-04T03:00:00+0100,0,0,0,0.07,0,0,0.107,0,0
2015-01-04T04:00:00+0100,0,0,0,0.04,0,0,0.058,0,0
2015-01-04T05:00:00+0100,0,0,0,0.03,0,0,0.029,0,0
2015-01-04T06:00:00+0100,0,0,0,0.03,0,0,0.002,0,0
2015-01-04T07:00:00+0100,0,0,19,0.03,3.89,0,-0.04,0,0
2015-01-04T08:00:00+0100,3,0.04,83,0.83,17.71,58,-0.004,0.2448,6.0868
2015-01-04T09:00:00+0100,14,69.58,96,9.41,93.35,974,0.478,3.822,45.276
2015-01-04T10:00:00+0100,28,310.08,93,26.49,222.95,2771,1.207,14.2171,91.5359
2015-01-04T11:00:00+0100,40,583.39,88,42.48,367.58,4151,1.89,32.3216,123.7616
2015-01-04T12:00:00+0100,46,790.92,110,52.54,438.05,4579,2.43,45.0035,132.0071
2015-01-04T13:00:00+0100,42,830.78,93,49.43,386.3,3992,2.735,44.4117,120.2897
2015-01-04T14:00:00+0100,31,659.2,47,35.93,176.89,2421,2.68,29.3239,90.7183
2015-01-04T15:00:00+0100,16,355.71,10,16.63,44.98,952,1.999,8.3193,42.9331
2015-01-04T16:00:00+0100,4,71.49,0,2.31,2.98,84,0.676,0.2467,2.8135
2015-01-04T17:00:00+0100,0,0,0,0.03,0,0,0.094,0,0
2015-01-04T18:00:00+0100,0,0,0,0.04,0,0,-0.144,0,0
2015-01-04T19:00:00+0100,0,0,0,0.07,0,0,-0.312,0,0
2015-01-04T20:00:00+0100,0,0,0,0.07,0,0,-0.382,0,0
2015-01-04T21:00:00+0100,0,0,0,0.07,0,0,-0.403,0,0
2015-01-04T22:00:00+0100,0,0,0,0.07,0,0,-0.446,0,0
2015-01-04T23:00:00+0100,0,0,0,0.07,0,0,-0.519,0,0
2015-01-05T00:00:00+0100,0,0,0,0.04,0,0,-0.653,0,0
2015-01-05T01:00:00+0100,0,0,0,0.04,0,0,-0.795,0,0
2015-01-05T02:00:00+0100,0,0,0,0.04,0,0,-0.937,0,0
2015-01-05T03:00:00+0100,0,0,0,0,0,0,-1.117,0,0
2015-01-05T04:00:00+0100,0,0,0,0,0,0,-1.338,0,0
2015-01-05T05:00:00+0100,0,0,0,0,0,0,-1.586,0,0
2015-01-05T06:00:00+0100,0,0,0,0,0,0,-1.881,0,0
2015-01-05T07:00:00+0100,0,0,50,0,4.05,0,-2.12,0,0
2015-01-05T08:00:00+0100,4,0.09,232,1.9,10.92,93,-2.266,0.6591,8.3555
2015-01-05T09:00:00+0100,18,73.08,452,19.18,43.37,1057,-1.608,10.2294,54.4944
2015-01-05T10:00:00+0100,36,310,579,45.66,76.52,2986,-0.41,36.5156,98.4056
2015-01-05T11:00:00+0100,49,576.47,597,66.5,95.65,4770,0.616,70.0613,119.3952
2015-01-05T12:00:00+0100,56,708.81,535,73.95,101.38,5870,1.372,82.4835,123.2022
2015-01-05T13:00:00+0100,52,683.27,383,68.23,99.14,5666,1.775,70.2481,113.8691
2015-01-05T14:00:00+0100,38,500.31,178,50.87,78.42,4095,1.813,38.6484,88.7974
2015-01-05T15:00:00+0100,19,258.89,28,25.17,30.04,1788,0.991,10.5015,43.4285
2015-01-05T16:00:00+0100,4,51.25,0,3.94,3.13,197,-0.412,0.4101,3.2442
2015-01-05T17:00:00+0100,0,0,0,0.04,0,0,-0.973,0,0
2015-01-05T18:00:00+0100,0,0,0,0.04,0,0,-1.229,0,0
2015-01-05T19:00:00+0100,0,0,0,0.03,0,0,-1.419,0,0
2015-01-05T20:00:00+0100,0,0,0,0,0,0,-1.552,0,0
2015-01-05T21:00:00+0100,0,0,0,0,0,0,-1.664,0,0
2015-01-05T22:00:00+0100,0,0,0,0,0,0,-1.798,0,0
2015-01-05T23:00:00+0100,0,0,0,0,0,0,-1.973,0,0
2015-01-06T00:00:00+0100,0,0,0,0,0,0,-2.161,0,0
2015-01-06T01:00:00+0100,0,0,0,0,0,0,-2.337,0,0
2015-01-06T02:00:00+0100,0,0,0,0,0,0,-2.482,0,0
2015-01-06T03:00:00+0100,0,0,0,0,0,0,-2.628,0,0
2015-01-06T04:00:00+0100,0,0,0,0,0,0,-2.785,0,0
2015-01-06T05:00:00+0100,0,0,0,0,0,0,-2.976,0,0
2015-01-06T06:00:00+0100,0,0,0,0,0,0,-3.156,0,0
2015-01-06T07:00:00+0100,0,0,39,0,4.1,0,-3.336,0,0.0002
2015-01-06T08:00:00+0100,4,0.28,172,1.34,43.72,183,-3.401,2.1634,10.5449
2015-01-06T09:00:00+0100,17,68.67,314,13.11,191.07,2055,-2.299,25.8844,56.815
2015-01-06T10:00:00+0100,36,276.45,412,30.76,379.15,4694,-0.708,74.4394,88.266
2015-01-06T11:00:00+0100,53,515.79,431,43.81,542.01,6658,0.495,113.6051,101.852
2015-01-06T12:00:00+0100,62,562.94,381,48.88,619.38,7272,1.322,116.441,108.7137
2015-01-06T13:00:00+0100,59,488.01,305,46.09,619.38,6351,1.714,84.0896,107.4618
2015-01-06T14:00:00+0100,45,332.65,183,34.81,303.06,3958,1.548,39.7135,87.2952
2015-01-06T15:00:00+0100,24,133.39,30,17.39,81.48,1554,0.361,9.0529,42.23
2015-01-06T16:00:00+0100,7,21.62,0,3.34,3.68,163,-1.189,0.3344,3.1406
2015-01-06T17:00:00+0100,0,0,0,0,0,0,-1.708,0,0
2015-01-06T18:00:00+0100,0,0,0,0,0,0,-1.868,0,0
2015-01-06T19:00:00+0100,0,0,0,0,0,0,-1.931,0,0
2015-01-06T20:00:00+0100,0,0,0,0,0,0,-1.947,0,0
2015-01-06T21:00:00+0100,0,0,0,0,0,0,-1.923,0,0
2015-01-06T22:00:00+0100,0,0,0,0,0,0,-1.881,0,0
2015-01-06T23:00:00+0100,0,0,0,0,0,0,-1.792,0,0
2015-01-07T00:00:00+0100,0,0,0,0,0,0,-1.657,0,0
2015-01-07T01:00:00+0100,0,0,0,0,0,0,-1.433,0,0
2015-01-07T02:00:00+0100,0,0,0,0,0,0,-1.172,0,0
2015-01-07T03:00:00+0100,0,0,0,0,0,0,-0.899,0,0
2015-01-07T04:00:00+0100,0,0,0,0,0,0,-0.633,0,0
2015-01-07T05:00:00+0100,0,0,0,0,0,0,-0.42,0,0
2015-01-07T06:00:00+0100,0,0,1,0,0,0,-0.203,0,0
2015-01-07T07:00:00+0100,0,0,46,0,4.12,0,-0.043,0,0.0003
2015-01-07T08:00:00+0100,3,0.08,200,0.63,17.56,50,0.156,0.1522,5.4302
2015-01-07T09:00:00+0100,15,86.53,424,5.31,86.2,609,0.778,1.4357,35.799
2015-01-07T10:00:00+0100,34,378.01,537,12.27,141.98,1812,1.368,4.234,72.2153
2015-01-07T11:00:00+0100,49,702.86,606,18.33,185.53,3060,1.87,9.5633,105.7872
2015-01-07T12:00:00+0100,57,901.03,590,24.05,241.25,3777,2.32,16.6349,124.6671
2015-01-07T13:00:00+0100,53,785.26,454,24.97,164,3715,2.531,16.8762,115.9018
2015-01-07T14:00:00+0100,40,519.54,234,19.37,76.25,2800,2.422,9.8073,83.532
2015-01-07T15:00:00+0100,22,236.51,41,9.62,21.27,1157,1.771,2.7875,37.0664
2015-01-07T16:00:00+0100,6,40.95,0,1.73,2.73,134,0.761,0.1172,2.675
2015-01-07T17:00:00+0100,0,0,0,0,0,0,0.387,0,0
2015-01-07T18:00:00+0100,0,0,0,0,0,0,0.204,0,0
2015-01-07T19:00:00+0100,0,0,0,0,0,0,0.022,0,0
2015-01-07T20:00:00+0100,0,0,0,0,0,0,-0.097,0,0
2015-01-07T21:00:00+0100,0,0,0,0,0,0,-0.196,0,0
2015-01-07T22:00:00+0100,0,0,0,0,0,0,-0.253,0,0
2015-01-07T23:00:00+0100,0,0,0,0,0,0,-0.219,0,0
2015-01-08T00:00:00+0100,0,0,0,0.03,0,0,-0.067,0,0
2015-01-08T01:00:00+0100,0,0,0,0.03,0,0,0.178,0,0
2015-01-08T02:00:00+0100,0,0,0,0.03,0,0,0.456,0,0
2015-01-08T03:00:00+0100,0,0,0,0.03,0,0,0.723,0,0
2015-01-08T04:00:00+0100,0,0,0,0.03,0,0,0.947,0,0
2015-01-08T05:00:00+0100,0,0,0,0.03,0,0,1.178,0,0
2015-01-08T06:00:00+0100,0,0,1,0.03,0,0,1.459,0,0
2015-01-08T07:00:00+0100,0,0,79,0.03,4.07,0,1.728,0,0.0003
2015-01-08T08:00:00+0100,3,0,287,2.49,8.55,57,2.015,0.1188,5.5796
2015-01-08T09:00:00+0100,17,3.85,454,13.01,38.31,446,2.469,0.6881,29.3396
2015-01-08T10:00:00+0100,36,24.56,551,28.93,76.6,1083,2.966,1.4272,53.7313
2015-01-08T11:00:00+0100,52,30.6,541,41.97,108.89,1738,3.445,2.1266,71.9005
2015-01-08T12:00:00+0100,62,34.85,512,48.17,129.48,2062,3.833,2.2489,76.1485
2015-01-08T13:00:00+0100,62,38.44,383,40.21,108.09,1702,4.063,1.571,62.6576
2015-01-08T14:00:00+0100,50,18.86,205,25.86,52.53,1039,4.123,0.8287,40.8983
2015-01-08T15:00:00+0100,29,19.78,29,11.21,14.6,414,4.066,0.2873,17.5286
2015-01-08T16:00:00+0100,10,26.46,0,1.83,2.78,58,3.956,0.0192,1.4095
2015-01-08T17:00:00+0100,2,0,0,0.03,0,0,3.876,0,0
2015-01-08T18:00:00+0100,0,0,0,0.03,0,0,3.722,0,0
2015-01-08T19:00:00+0100,0,0,0,0.03,0,0,3.563,0,0
2015-01-08T20:00:00+0100,0,0,0,0.03,0,0,3.499,0,0
2015-01-08T21:00:00+0100,0,0,0,0.03,0,0,3.368,0,0
2015-01-08T22:00:00+0100,0,0,0,0.03,0,0,3.208,0,0
2015-01-08T23:00:00+0100,0,0,0,0.03,0,0,3.109,0,0
2015-01-09T00:00:00+0100,0,0,0,0.03,0,0,3.047,0,0
2015-01-09T01:00:00+0100,0,0,0,0.03,0,0,3.062,0,0
2015-01-09T02:00:00+0100,0,0,0,0.03,0,0,3.129,0,0
2015-01-09T03:00:00+0100,0,0,0,0.03,0,0,3.223,0,0
2015-01-09T04:00:00+0100,0,0,0,0.03,0,0,3.442,0,0
2015-01-09T05:00:00+0100,0,0,0,0.03,0,0,3.614,0,0
2015-01-09T06:00:00+0100,0,0,1,0.03,0,0,3.709,0,0
2015-01-09T07:00:00+0100,0,0,75,0.03,4.05,0,3.896,0,0.0006
2015-01-09T08:00:00+0100,8,0.01,278,0.72,25.01,54,4.197,0.1478,6.4126
2015-01-09T09:00:00+0100,33,2.22,396,6.06,25.01,421,4.688,0.6153,28.8445
2015-01-09T10:00:00+0100,66,27.21,388,13.15,,974,5.253,0.8449,44.1023
2015-01-09T11:00:00+0100,94,65.62,276,13.25,,1398,5.86,0.9841,53.4266
2015-01-09T12:00:00+0100,105,94.64,225,17.13,,1473,6.413,1.0074,55.8549
2015-01-09T13:00:00+0100,92,114.69,270,15.25,,1235,6.835,0.7995,47.7985
2015-01-09T14:00:00+0100,67,138.75,157,9.92,,870,7.089,0.5448,34.8332
2015-01-09T15:00:00+0100,37,51.81,24,4.35,,351,7.191,0.1713,13.9675
2015-01-09T16:00:00+0100,11,2.15,0,0.74,,46,7.204,0.006,0.7008
2015-01-09T17:00:00+0100,1,0,0,0.03,,0,7.213,0,0
2015-01-09T18:00:00+0100,0,0,0,0.03,,0,7.178,0,0
2015-01-09T19:00:00+0100,0,0,0,0.03,,0,7.052,0,0
2015-01-09T20:00:00+0100,0,0,0,0.03,,0,6.948,0,0
2015-01-09T21:00:00+0100,0,0,0,0.03,,0,6.965,0,0
2015-01-09T22:00:00+0100,0,0,0,0.03,,0,7.167,0,0
2015-01-09T23:00:00+0100,0,0,0,0.03,,0,7.576,0,0
2015-01-10T00:00:00+0100,0,0,0,0.03,0,0,8.062,0,0
2015-01-10T01:00:00+0100,0,0,0,0.03,0,0,8.532,0,0
2015-01-10T02:00:00+0100,0,0,0,0.03,0,0,8.93,0,0
2015-01-10T03:00:00+0100,0,0,0,0.03,0,0,9.248,0,0
2015-01-10T04:00:00+0100,0,0,0,0.03,0,0,9.583,0,0
2015-01-10T05:00:00+0100,0,0,0,0.03,0,0,9.868,0,0
2015-01-10T06:00:00+0100,0,0,0,0.03,0,0,10.077,0,0
2015-01-10T07:00:00+0100,1,0,6,0.03,3.99,0,10.258,0,0.0002
2015-01-10T08:00:00+0100,9,0.01,36,1.33,10.12,54,10.352,0.0681,4.5142
2015-01-10T09:00:00+0100,36,9.49,87,16.01,53.57,549,10.464,0.7143,30.5335
2015-01-10T10:00:00+0100,73,51.06,174,38.72,108.66,2017,10.67,2.0025,62.2654
2015-01-10T11:00:00+0100,104,94.7,239,53.62,215.65,4231,10.899,2.6965,79.2664
2015-01-10T12:00:00+0100,117,101.11,211,58.71,331.21,5278,11.038,2.5568,80.5291
2015-01-10T13:00:00+0100,118,107.09,211,54.34,365.04,4540,11.058,1.8398,67.4319
2015-01-10T14:00:00+0100,97,88.6,110,38.97,260.06,2758,10.887,1.0241,45.4021
2015-01-10T15:00:00+0100,55,65.15,21,20.8,58.03,961,10.358,0.3846,20.6016
2015-01-10T16:00:00+0100,16,27.21,0,3.34,3.15,85,9.435,0.0279,1.8253
2015-01-10T17:00:00+0100,1,0,0,0.04,0,0,8.488,0,0
2015-01-10T18:00:00+0100,0,0,0,0.03,0,0,7.596,0,0
2015-01-10T19:00:00+0100,0,0,0,0.03,0,0,6.707,0,0
2015-01-10T20:00:00+0100,0,0,0,0.03,0,0,5.83,0,0
2015-01-10T21:00:00+0100,0,0,0,0.03,0,0,5.084,0,0
2015-01-10T22:00:00+0100,0,0,0,0.03,0,0,4.437,0,0
2015-01-10T23:00:00+0100,0,0,0,0.03,0,0,3.857,0,0
2015-01-11T00:00:00+0100,0,0,0,0,0,0,3.325,0,0
2015-01-11T01:00:00+0100,0,0,0,0,0,0,2.862,0,0
2015-01-11T02:00:00+0100,0,0,0,0,0,0,2.482,0,0
2015-01-11T03:00:00+0100,0,0,0,0,0,0,2.127,0,0
2015-01-11T04:00:00+0100,0,0,0,0,0,0,1.814,0,0
2015-01-11T05:00:00+0100,0,0,0,0,0,0,1.54,0,0
2015-01-11T06:00:00+0100,0,0,1,0,0,0,1.337,0,0
2015-01-11T07:00:00+0100,0,0,80,0,4.1,0,1.254,0,0.0002
2015-01-11T08:00:00+0100,6,0.03,301,0.04,20.57,124,1.332,0.2894,8.2281
2015-01-11T09:00:00+0100,21,41.37,530,1.01,84.17,1074,1.804,3.1276,48.4203
2015-01-11T10:00:00+0100,42,227.89,649,4.13,137.05,2469,2.412,8.2328,89.5674
2015-01-11T11:00:00+0100,60,395.65,662,11.27,188.67,3410,2.927,14.5623,120.4053
2015-01-11T12:00:00+0100,67,507.97,620,16.81,213.57,4121,3.228,14.2774,124.4341
2015-01-11T13:00:00+0100,67,497.13,489,16.2,187.71,3981,3.31,10.9591,109.6733
2015-01-11T14:00:00+0100,56,429.89,240,11.7,133.96,3024,3.216,6.7499,80.1914
2015-01-11T15:00:00+0100,31,225.84,43,6.03,64.05,1424,2.922,2.0484,36.461
2015-01-11T16:00:00+0100,7,44.75,0,1.2,4.47,180,2.57,0.0929,2.9246
2015-01-11T17:00:00+0100,0,0,0,0,0,4,2.436,0,0
2015-01-11T18:00:00+0100,0,0,0,0,0,0,2.403,0,0
2015-01-11T19:00:00+0100,0,0,0,0,0,0,2.383,0,0
2015-01-11T20:00:00+0100,0,0,0,0,0,0,2.432,0,0
2015-01-11T21:00:00+0100,0,0,0,0,0,0,2.521,0,0
2015-01-11T22:00:00+0100,0,0,0,0,0,0,2.599,0,0
2015-01-11T23:00:00+0100,0,0,0,0,0,0,2.689,0,0
2015-01-12T00:00:00+0100,0,0,0,0,0,0,2.811,0,0
2015-01-12T01:00:00+0100,0,0,0,0,0,0,2.931,0,0
2015-01-12T02:00:00+0100,0,0,0,0,0,0,3.051,0,0
2015-01-12T03:00:00+0100,0,0,0,0,0,0,3.176,0,0
2015-01-12T04:00:00+0100,0,0,0,0,0,0,3.302,0,0
2015-01-12T05:00:00+0100,0,0,0,0,0,0,3.401,0,0
2015-01-12T06:00:00+0100,0,0,0,0,0,0,3.472,0,0
2015-01-12T07:00:00+0100,1,0,5,0,5.1,0,3.519,0,0.0012
2015-01-12T08:00:00+0100,8,0.01,36,0.78,22.3,82,3.574,0.0569,4.2763
2015-01-12T09:00:00+0100,30,8.97,90,5.58,74.99,556,3.782,0.3486,22.3164
2015-01-12T10:00:00+0100,57,57,131,16.6,74.99,1418,4.098,0.9452,46.5961
2015-01-12T11:00:00+0100,82,100.42,173,20.62,103.355,2113,4.477,1.8454,70.1359
2015-01-12T12:00:00+0100,96,119,241,21.95,131.72,2350,4.811,2.1329,76.488
2015-01-12T13:00:00+0100,93,124.35,269,23.12,150.56,2238,5.025,1.7308,66.8913
2015-01-12T14:00:00+0100,74,110.55,185,18.6,110.16,1486,5.079,1.0518,46.5523
2015-01-12T15:00:00+0100,44,73.82,44,11.06,31.35,640,4.989,0.5438,24.5427
2015-01-12T16:00:00+0100,17,15.99,0,3.12,3.91,140,4.744,0.0716,3.0801
2015-01-12T17:00:00+0100,3,0,0,0.02,0,2,4.635,0,0
2015-01-12T18:00:00+0100,0,0,0,0,0,0,4.588,0,0
2015-01-12T19:00:00+0100,0,0,0,0,0,0,4.528,0,0
2015-01-12T20:00:00+0100,0,0,0,0,0,0,4.416,0,0
2015-01-12T21:00:00+0100,0,0,0,0,0,0,4.303,0,0
2015-01-12T22:00:00+0100,0,0,0,0,0,0,4.224,0,0
2015-01-12T23:00:00+0100,0,0,0,0,0,0,4.133,0,0
2015-01-13T00:00:00+0100,0,0,0,0,0,0,4.064,0,0
2015-01-13T01:00:00+0100,0,0,0,0,0,0,3.957,0,0
2015-01-13T02:00:00+0100,0,0,0,0,0,0,3.885,0,0
2015-01-13T03:00:00+0100,0,0,0,0,0,0,3.845,0,0
2015-01-13T04:00:00+0100,0,0,0,0,0,0,3.788,0,0
2015-01-13T05:00:00+0100,0,0,0,0,0,0,3.795,0,0
2015-01-13T06:00:00+0100,0,0,0,0,0,0,3.823,0,0
2015-01-13T07:00:00+0100,0,0,83,0,4.4,0,3.817,0.0006,0.0057
2015-01-13T08:00:00+0100,11,0.43,320,1.43,74.3,515,4.038,3.5863,14.8088
2015-01-13T09:00:00+0100,43,69.46,534,10.59,430.28,3431,5.09,31.018,63.3984
2015-01-13T10:00:00+0100,87,145.1,669,25.21,845.43,6927,6.373,81.2692,94.5315
2015-01-13T11:00:00+0100,126,134.04,706,36.05,1075.38,9543,7.6,115.1193,110.4539
2015-01-13T12:00:00+0100,148,111.93,679,40.17,1091.88,10623,8.555,110.252,120.3026
2015-01-13T13:00:00+0100,141,100.77,552,36.6,921.75,9433,9.018,75.7648,118.7855
2015-01-13T14:00:00+0100,106,130.33,314,27.03,560.06,6589,8.841,33.9414,95.0316
2015-01-13T15:00:00+0100,58,102.39,78,14.17,165.96,2899,8.023,7.9871,47.0825
2015-01-13T16:00:00+0100,17,38.14,0,2.98,8.85,320,6.99,0.3751,4.5664
2015-01-13T17:00:00+0100,1,0.04,0,0.01,0,3,6.572,0,0
2015-01-13T18:00:00+0100,0,0,0,0,0,0,6.375,0,0
2015-01-13T19:00:00+0100,0,0,0,0,0,0,6.232,0,0
2015-01-13T20:00:00+0100,0,0,0,0,0,0,6.158,0,0
2015-01-13T21:00:00+0100,0,0,0,0,0,0,6.032,0,0
2015-01-13T22:00:00+0100,0,0,0,0,0,0,5.809,0,0
2015-01-13T23:00:00+0100,0,0,0,0,0,0,5.537,0,0
2015-01-14T00:00:00+0100,0,0,0,0,0,0,5.288,0,0
2015-01-14T01:00:00+0100,0,0,0,0,0,0,5.081,0,0
2015-01-14T02:00:00+0100,0,0,0,0,0,0,4.94,0,0
2015-01-14T03:00:00+0100,0,0,0,0,0,0,4.881,0,0
2015-01-14T04:00:00+0100,0,0,0,0,0,0,4.731,0,0
2015-01-14T05:00:00+0100,0,0,0,0,0,0,4.403,0,0
2015-01-14T06:00:00+0100,0,0,1,0,0,0,4.029,0,0
2015-01-14T07:00:00+0100,0,0,98,0,4.84,0,3.676,0.0001,0.0047
2015-01-14T08:00:00+0100,8,0.02,361,0.38,38.63,165,3.511,0.5966,11.2737
2015-01-14T09:00:00+0100,32,10.28,580,2.12,171.33,1341,3.823,4.2468,53.4339
2015-01-14T10:00:00+0100,70,41.7,689,3.93,330.66,3027,4.345,12.9787,100.1037
2015-01-14T11:00:00+0100,103,118.3,710,8.29,433.24,3712,4.789,24.4145,132.0195
2015-01-14T12:00:00+0100,120,237.16,671,15.06,342.73,3482,5.061,30.6567,142.8283
2015-01-14T13:00:00+0100,110,463.63,551,10.58,276,3150,4.999,17.9617,122.4976
2015-01-14T14:00:00+0100,79,557.05,309,7.55,173.88,2195,4.635,6.1767,79.2042
2015-01-14T15:00:00+0100,42,348.76,69,6.2,37.56,895,3.977,1.2465,31.5157
2015-01-14T16:00:00+0100,12,116.91,1,1.13,4.04,136,3.254,0.0899,3.2579
2015-01-14T17:00:00+0100,1,0.14,0,0,0,3,2.871,0,0
2015-01-14T18:00:00+0100,0,0,0,0,0,0,2.446,0,0
2015-01-14T19:00:00+0100,0,0,0,0,0,0,1.891,0,0
2015-01-14T20:00:00+0100,0,0,0,0,0,0,1.357,0,0
2015-01-14T21:00:00+0100,0,0,0,0,0,0,0.934,0,0
2015-01-14T22:00:00+0100,0,0,0,0,0,0,0.73,0,0
