Date,AT_solar_generation_actual,BE_solar_generation_actual,BG_solar_generation_actual,CH_solar_generation_actual,CZ_solar_generation_actual,Power,Temp,radiation_direct,radiation_h
2017-08-31T18:00:00+0200,124,305.3,13,10.48,63.25,1753,17.009,6.8969,87.1497
2017-08-31T19:00:00+0200,28,96.83,0,2.71,6.71,430,15.872,1.7247,28.707
2017-08-31T20:00:00+0200,1,4.91,0,0.03,2.67,5,14.568,0.0257,0.5037
2017-08-31T21:00:00+0200,0,0,0,0.01,0,0,14.032,0,0
2017-08-31T22:00:00+0200,0,0,0,0.01,0,0,13.625,0,0
2017-08-31T23:00:00+0200,0,0,0,0.01,0,0,13.308,0,0
2017-09-01T00:00:00+0200,0,0,0,0.05,0,0,12.938,0,0
2017-09-01T01:00:00+0200,0,0,0,0.04,0,0,12.549,0,0
2017-09-01T02:00:00+0200,0,0,0,0.05,0,0,12.202,0,0
2017-09-01T03:00:00+0200,0,0,0,0.04,0,0,11.883,0,0
2017-09-01T04:00:00+0200,0,0,0,0.05,0,0,11.542,0,0
2017-09-01T05:00:00+0200,0,0,1,0.04,2.84,0,11.163,0,0
2017-09-01T06:00:00+0200,3,0,49,0.01,7.62,42,10.825,0.1015,2.477
2017-09-01T07:00:00+0200,50,83.15,223,1.65,42.33,929,11.459,5.3051,49.9362
2017-09-01T08:00:00+0200,131,412.08,431,12.33,122.29,3090,12.727,30.968,128.2116
2017-09-01T09:00:00+0200,219,910.11,595,32.77,181.71,5769,14.45,75.5785,195.7357
2017-09-01T10:00:00+0200,295,1350.35,703,64.03,210.12,8650,15.785,122.2322,248.1127
2017-09-01T11:00:00+0200,358,1503.49,756,90.79,304.41,9961,16.589,146.835,288.7693
2017-09-01T12:00:00+0200,386,1582.64,766,99.92,364.55,10298,17.088,135.1319,316.3696
2017-09-01T13:00:00+0200,375,1496.87,729,100.5,377.3,10258,17.393,118.0396,325.7715
2017-09-01T14:00:00+0200,331,1327.73,648,85.92,281.62,9967,17.472,85.4313,310.0823
2017-09-01T15:00:00+0200,269,1079.93,514,66.53,145.17,8847,17.387,62.0555,276.3105
2017-09-01T16:00:00+0200,208,838.35,324,50.9,105.35,7582,17.136,39.5618,223.706
2017-09-01T17:00:00+0200,152,613.75,124,34.1,65.73,5262,16.724,22.306,161.4147
2017-09-01T18:00:00+0200,85,315.43,13,18.91,34.8,2351,16.049,7.6296,87.6008
2017-09-01T19:00:00+0200,21,147.72,0,3.51,7.67,398,14.783,1.4132,26.1226
2017-09-01T20:00:00+0200,1,12.77,0,0.13,2.12,3,13.472,0.0055,0.2146
2017-09-01T21:00:00+0200,0,0,0,0.12,0,0,12.915,0,0
2017-09-01T22:00:00+0200,0,0,0,0.12,0,0,12.436,0,0
2017-09-01T23:00:00+0200,0,0,0,0.13,0,0,11.965,0,0
2017-09-02T00:00:00+0200,0,0,0,0.16,0,0,11.54,0,0
2017-09-02T01:00:00+0200,0,0,0,0.15,0,0,11.164,0,0
2017-09-02T02:00:00+0200,0,0,0,0.15,0,0,10.84,0,0
2017-09-02T03:00:00+0200,0,0,0,0.13,0,0,10.51,0,0
2017-09-02T04:00:00+0200,0,0,0,0.11,0,0,10.184,0,0
2017-09-02T05:00:00+0200,0,0,0,0.12,2.14,0,9.862,0,0
2017-09-02T06:00:00+0200,3,0,45,0.11,10.59,56,9.646,0.1652,2.7623
2017-09-02T07:00:00+0200,47,52.63,213,3.62,96.37,1307,10.485,4.3472,45.9824
2017-09-02T08:00:00+0200,123,319.27,416,18.02,234.9,4279,11.601,19.2982,118.1313
2017-09-02T09:00:00+0200,173,760.1,576,44.77,392.57,8176,13.221,49.7663,190.5278
2017-09-02T10:00:00+0200,232,1270.52,680,67.86,524.31,11566,14.593,95.6355,248.5286
2017-09-02T11:00:00+0200,296,1601.04,731,72.79,634.72,13440,15.575,149.0038,286.3464
2017-09-02T12:00:00+0200,386,1557.89,740,82.34,616.59,13562,16.272,167.2146,310.3871
2017-09-02T13:00:00+0200,415,1357.04,702,96.45,528.07,12914,16.654,134.8938,322.5155
2017-09-02T14:00:00+0200,379,1307.47,618,107.43,441.46,12370,16.758,91.1219,309.3109
2017-09-02T15:00:00+0200,319,1301,480,124.38,408.2,10702,16.68,60.8778,273.422
2017-09-02T16:00:00+0200,239,1123.69,305,112.32,301.99,8655,16.461,39.206,221.5493
2017-09-02T17:00:00+0200,162,776.59,114,76.22,179.28,5895,16.063,23.3434,160.8195
2017-09-02T18:00:00+0200,86,432.65,10,34.18,80.2,2794,15.381,9.4916,91.1875
2017-09-02T19:00:00+0200,21,144.32,0,6.64,10.32,467,13.949,1.7354,26.7337
2017-09-02T20:00:00+0200,1,5.64,0,0.2,2.47,4,12.554,0.0055,0.1757
2017-09-02T21:00:00+0200,0,0,0,0.21,0,0,11.912,0,0
2017-09-02T22:00:00+0200,0,0,0,0.22,0,0,11.328,0,0
2017-09-02T23:00:00+0200,0,0,0,0.22,0,0,10.838,0,0
2017-09-03T00:00:00+0200,0,0,0,0.19,0,0,10.452,0,0
2017-09-03T01:00:00+0200,0,0,0,0.18,0,0,10.148,0,0
2017-09-03T02:00:00+0200,0,0,0,0.19,0,0,9.869,0,0
2017-09-03T03:00:00+0200,0,0,0,0.18,0,0,9.601,0,0
2017-09-03T04:00:00+0200,0,0,0,0.18,0,0,9.293,0,0
2017-09-03T05:00:00+0200,0,0,0,0.19,2.1,0,8.945,0,0
2017-09-03T06:00:00+0200,2,0,42,0.19,4.84,61,8.643,0.2571,2.509
2017-09-03T07:00:00+0200,34,67.36,204,6,38.54,1499,9.305,14.5007,51.547
2017-09-03T08:00:00+0200,98,397.34,378,30.56,116.34,4956,10.88,82.0361,111.5257
2017-09-03T09:00:00+0200,179,873.04,510,65.39,215.29,9722,13.345,208.7671,136.7053
2017-09-03T10:00:00+0200,261,1317.41,581,96.93,345.22,14326,15.181,315.1785,154.6792
2017-09-03T11:00:00+0200,322,1613.03,592,121.04,473.1,17315,16.284,377.3955,176.3014
2017-09-03T12:00:00+0200,335,1638.13,630,138.25,608.57,18106,17.125,398.2615,197.0003
2017-09-03T13:00:00+0200,369,1514.8,670,148.07,616.74,18145,17.72,387.711,210.4874
2017-09-03T14:00:00+0200,364,1420.38,614,146.62,610.13,17195,18.05,342.9026,215.8697
2017-09-03T15:00:00+0200,325,1280.24,469,132.97,599.93,15201,18.168,295.9854,201.9314
2017-09-03T16:00:00+0200,270,1032.08,280,107.58,492.68,11979,18.074,227.9537,177.5794
2017-09-03T17:00:00+0200,187,751.51,96,71.51,302.53,7785,17.75,142.7741,145.0488
2017-09-03T18:00:00+0200,100,368.26,7,32.42,119.15,3426,17.072,53.0347,99.634
2017-09-03T19:00:00+0200,25,107.75,0,5.86,12.27,477,15.546,6.2087,31.5849
2017-09-03T20:00:00+0200,1,2.52,0,0.21,1.92,1,14.105,0.009,0.1462
2017-09-03T21:00:00+0200,0,0,0,0.19,0,0,13.096,0,0
2017-09-03T22:00:00+0200,0,0,0,0.18,0,0,12.195,0,0
2017-09-03T23:00:00+0200,0,0,0,0.19,0,0,11.406,0,0
2017-09-04T00:00:00+0200,0,0,0,0.19,0,0,10.725,0,0
2017-09-04T01:00:00+0200,0,0,0,0.19,0,0,10.124,0,0
2017-09-04T02:00:00+0200,0,0,0,0.19,0,0,9.624,0,0
2017-09-04T03:00:00+0200,0,0,0,0.21,0,0,9.187,0,0
2017-09-04T04:00:00+0200,0,0,0,0.22,0,0,8.827,0,0
2017-09-04T05:00:00+0200,0,0,0,0.22,2.07,0,8.499,0,0
2017-09-04T06:00:00+0200,4,0,39,0.49,12.56,69,8.208,0.4798,2.4563
2017-09-04T07:00:00+0200,63,22.67,187,13.54,177.21,1930,9.341,26.2718,48.1683
2017-09-04T08:00:00+0200,180,133.81,372,51.19,557.93,6778,11.527,133.44,86.5399
2017-09-04T09:00:00+0200,332,282.36,545,102.43,936.83,12743,14.228,283.5564,96.0705
2017-09-04T10:00:00+0200,477,472.5,678,159.17,1185.83,18062,17.07,420.8913,100.3051
2017-09-04T11:00:00+0200,587,664.54,732,199.62,1297.25,21833,18.483,523.6065,104.6045
2017-09-04T12:00:00+0200,644,1082.65,689,214.25,1168.57,23141,19.41,578.7737,109.9418
2017-09-04T13:00:00+0200,651,961.02,581,233.77,1047.52,22297,20.064,592.0018,112.3706
2017-09-04T14:00:00+0200,612,610.45,471,207.1,982.93,20313,20.486,560.2997,112.3152
2017-09-04T15:00:00+0200,531,491.66,368,171.79,871.34,16968,20.632,480.6198,112.0651
2017-09-04T16:00:00+0200,411,396.12,253,126.14,668.82,12853,20.444,353.7093,114.6986
2017-09-04T17:00:00+0200,269,250.83,115,66.72,389.89,7793,19.876,183.3448,121.6182
2017-09-04T18:00:00+0200,132,133.34,11,26.07,131.26,2983,18.686,47.2508,95.4028
2017-09-04T19:00:00+0200,31,51.33,0,5.17,13.42,360,16.442,3.5374,26.2569
2017-09-04T20:00:00+0200,2,1.93,0,0.23,1.83,0,15.186,0.0021,0.0577
2017-09-04T21:00:00+0200,0,0,0,0.2,0,0,14.52,0,0
2017-09-04T22:00:00+0200,0,0,0,0.2,0,0,13.809,0,0
2017-09-04T23:00:00+0200,0,0,0,0.2,0,0,13.185,0,0
2017-09-05T00:00:00+0200,0,0,0,0.2,0,0,12.693,0,0
2017-09-05T01:00:00+0200,0,0,0,0.22,0,0,12.304,0,0
2017-09-05T02:00:00+0200,0,0,0,0.24,0,0,11.933,0,0
2017-09-05T03:00:00+0200,0,0,0,0.23,0,0,11.588,0,0
2017-09-05T04:00:00+0200,0,0,0,0.22,0,0,11.258,0,0
2017-09-05T05:00:00+0200,0,0,0,0.16,1.84,0,10.949,0,0
2017-09-05T06:00:00+0200,4,0,39,0.14,9.73,55,10.683,0.2715,2.0023
2017-09-05T07:00:00+0200,60,29.83,177,8.44,157.46,1550,11.876,14.5689,48.4964
2017-09-05T08:00:00+0200,173,208.51,341,46.11,532.04,5143,13.801,78.9215,109.9566
2017-09-05T09:00:00+0200,318,453.54,476,112.52,913.45,9974,16.068,188.6552,142.6914
2017-09-05T10:00:00+0200,465,629.01,578,187.35,1118.53,14637,18.635,303.6165,158.1404
2017-09-05T11:00:00+0200,562,675.97,609,241.64,1212.97,18121,20.334,400.0069,165.4052
2017-09-05T12:00:00+0200,625,684.62,564,265.84,1208.89,19696,21.486,449.3533,174.1219
2017-09-05T13:00:00+0200,644,775.45,486,266.02,1194.77,18800,22.257,428.1484,192.0754
2017-09-05T14:00:00+0200,618,778.77,381,246.94,1230.09,16546,22.691,352.1889,213.7627
2017-09-05T15:00:00+0200,544,820.71,251,218.51,1052.6,13266,22.658,200.9589,240.0809
2017-09-05T16:00:00+0200,420,672.51,144,170.22,806.24,9713,22.304,88.4205,217.5547
2017-09-05T17:00:00+0200,270,442.61,64,99.75,450.78,5654,21.813,41.6925,159.6721
2017-09-05T18:00:00+0200,129,203.63,8,35.17,128.16,2156,20.869,16.5144,92.1648
2017-09-05T19:00:00+0200,28,52.53,0,5.74,9.68,230,19.104,1.8499,22.4897
2017-09-05T20:00:00+0200,1,2.04,0,0.14,1.63,0,17.974,0.0011,0.0347
2017-09-05T21:00:00+0200,0,0,0,0.11,0,0,17.457,0,0
2017-09-05T22:00:00+0200,0,0,0,0.03,0,0,16.987,0,0
2017-09-05T23:00:00+0200,0,0,0,0.05,0,0,16.598,0,0
2017-09-06T00:00:00+0200,0,0,0,0.05,0,0,16.242,0,0
2017-09-06T01:00:00+0200,0,0,0,0.05,0,0,15.917,0,0
2017-09-06T02:00:00+0200,0,0,0,0.05,0,0,15.598,0,0
2017-09-06T03:00:00+0200,0,0,0,0.05,0,0,15.354,0,0
2017-09-06T04:00:00+0200,0,0,0,0.03,0,0,15.219,0,0
2017-09-06T05:00:00+0200,0,0,0,0.02,1.72,0,15.107,0,0
2017-09-06T06:00:00+0200,2,0,40,0.02,8.81,25,14.995,0.0267,0.8199
2017-09-06T07:00:00+0200,45,30.55,192,2.7,91.49,677,15.386,2.7849,35.6565
2017-09-06T08:00:00+0200,115,265.44,363,19.09,202.23,2565,16.236,19.6947,110.0433
2017-09-06T09:00:00+0200,211,675.64,483,62.92,401.01,5122,17.295,63.7954,181.567
2017-09-06T10:00:00+0200,307,913.89,518,89.78,593.67,7903,18.332,151.6985,224.9772
2017-09-06T11:00:00+0200,375,847.24,578,124.09,658.55,9960,19.192,265.1572,233.9318
2017-09-06T12:00:00+0200,427,755.11,543,169.81,637.6,11691,19.667,279.9854,255.9348
2017-09-06T13:00:00+0200,465,874.5,552,187.29,593.54,13175,19.848,261.3657,272.1836
2017-09-06T14:00:00+0200,454,986.82,494,188.47,554.92,12940,19.757,218.0369,274.0675
2017-09-06T15:00:00+0200,380,863.27,415,159.83,563.04,11581,19.397,177.4778,254.3874
2017-09-06T16:00:00+0200,299,543.93,284,136.57,422.43,8639,18.779,123.2554,219.7608
2017-09-06T17:00:00+0200,201,409.73,112,91.37,285.26,5398,17.873,53.1781,167.0696
2017-09-06T18:00:00+0200,104,198.71,8,38.92,99.34,2117,16.713,10.2268,84.4918
2017-09-06T19:00:00+0200,24,43.45,0,6.6,10.79,209,15.33,1.1147,19.2289
2017-09-06T20:00:00+0200,1,0.34,0,0.11,2.34,0,14.149,0.0004,0.016
2017-09-06T21:00:00+0200,0,0,0,0.1,0,0,13.375,0,0
2017-09-06T22:00:00+0200,0,0,0,0.12,0,0,12.638,0,0
2017-09-06T23:00:00+0200,0,0,0,0.14,0,0,12.067,0,0
2017-09-07T00:00:00+0200,0,0,0,0.13,0,0,11.68,0,0
2017-09-07T01:00:00+0200,0,0,0,0.13,0,0,11.384,0,0
2017-09-07T02:00:00+0200,0,0,0,0.14,0,0,11.127,0,0
2017-09-07T03:00:00+0200,0,0,0,0.14,0,0,10.889,0,0
2017-09-07T04:00:00+0200,0,0,0,0.11,0,0,10.654,0,0
2017-09-07T05:00:00+0200,0,0,0,0.09,1.62,0,10.449,0,0
2017-09-07T06:00:00+0200,2,0,19,0.09,8.87,27,10.247,0.099,1.1251
2017-09-07T07:00:00+0200,45,19.97,103,5.38,123.44,900,10.768,8.1774,41.7095
2017-09-07T08:00:00+0200,128,182,209,29.14,391.17,3584,12.108,55.9397,110.1336
2017-09-07T09:00:00+0200,247,393.2,291,76.24,686.69,7019,13.801,167.5962,145.5725
2017-09-07T10:00:00+0200,366,636.52,344,130.64,769.68,10404,15.354,312.5704,148.5465
2017-09-07T11:00:00+0200,460,864.04,372,156.04,803.77,12462,16.548,421.5036,150.3032
2017-09-07T12:00:00+0200,526,852.53,372,149.51,718.94,13049,17.36,443.2091,169.8157
2017-09-07T13:00:00+0200,556,962.94,348,162.3,605.82,12565,17.932,426.7837,185.585
2017-09-07T14:00:00+0200,537,988.81,301,195.77,592.74,12094,18.289,389.1954,189.0757
2017-09-07T15:00:00+0200,468,772.27,233,183.79,507.92,10815,18.38,311.042,188.8796
2017-09-07T16:00:00+0200,363,633.37,142,146.88,394.5,8878,18.165,193.8158,184.2672
2017-09-07T17:00:00+0200,242,436.02,50,98.46,235.83,5973,17.681,92.0438,153.628
2017-09-07T18:00:00+0200,119,237.48,4,45.5,91.95,2460,16.796,26.9421,92.8904
2017-09-07T19:00:00+0200,26,58.43,0,8.2,9.02,265,14.865,2.307,21.497
2017-09-07T20:00:00+0200,1,0.25,0,0.11,1.2,0,13.55,0.0002,0.0065
2017-09-07T21:00:00+0200,0,0,0,0.12,0,0,13.058,0,0
2017-09-07T22:00:00+0200,0,0,0,0.11,0,0,12.519,0,0
2017-09-07T23:00:00+0200,0,0,0,0.13,0,0,12.037,0,0
2017-09-08T00:00:00+0200,0,0,0,0.12,0,0,11.681,0,0
2017-09-08T01:00:00+0200,0,0,0,0.14,0,0,11.397,0,0
2017-09-08T02:00:00+0200,0,0,0,0.12,0,0,11.177,0,0
2017-09-08T03:00:00+0200,0,0,0,0.12,0,0,11.006,0,0
2017-09-08T04:00:00+0200,0,0,0,0.12,0,0,10.884,0,0
2017-09-08T05:00:00+0200,0,0,0,0.1,1.47,0,10.766,0,0
2017-09-08T06:00:00+0200,3,0,39,0.09,10.7,24,10.641,0.0131,0.538
2017-09-08T07:00:00+0200,57,7.95,211,8.79,155.05,975,11.073,1.2623,28.642
2017-09-08T08:00:00+0200,173,67.5,419,39.27,479.12,3371,12.176,6.5618,91.3495
2017-09-08T09:00:00+0200,330,145.7,586,85.13,818.47,6494,13.453,13.3836,152.8803
2017-09-08T10:00:00+0200,482,226.83,690,141.25,1100.86,9375,14.613,17.0945,197.3276
2017-09-08T11:00:00+0200,599,333.7,742,185.86,1233.98,10808,15.483,24.2346,243.7102
2017-09-08T12:00:00+0200,669,385.29,740,213.98,1220.91,10558,16.253,32.1094,278.5265
2017-09-08T13:00:00+0200,688,372.99,692,228.88,1163.25,10226,16.784,31.5558,282.3966
2017-09-08T14:00:00+0200,651,357.53,615,220.76,1045.08,9749,17.054,26.0396,262.9568
2017-09-08T15:00:00+0200,562,314.33,482,195.15,848.18,8559,17.086,19.316,226.2442
2017-09-08T16:00:00+0200,428,231.08,290,151.86,594.79,6594,16.947,14.0489,181.9332
2017-09-08T17:00:00+0200,265,158.02,96,94.98,317.07,4061,16.668,9.2209,131.0627
2017-09-08T18:00:00+0200,118,101.32,6,40.43,94.53,1483,16.005,3.0808,65.2319
2017-09-08T19:00:00+0200,24,36.83,0,6.33,8.14,117,14.934,0.2814,11.8107
2017-09-08T20:00:00+0200,1,0.28,0,0.13,1.04,0,14.263,0,0.0002
2017-09-08T21:00:00+0200,0,0,0,0.12,0,0,13.937,0,0
2017-09-08T22:00:00+0200,0,0,0,0.1,0,0,13.64,0,0
2017-09-08T23:00:00+0200,0,0,0,0.16,0,0,13.394,0,0
2017-09-09T00:00:00+0200,0,0,0,0.07,0,0,13.16,0,0
2017-09-09T01:00:00+0200,0,0,0,0.09,0,0,12.948,0,0
2017-09-09T02:00:00+0200,0,0,0,0.1,0,0,12.753,0,0
2017-09-09T03:00:00+0200,0,0,0,0.05,0,0,12.574,0,0
2017-09-09T04:00:00+0200,0,0,0,0.08,0,0,12.44,0,0
2017-09-09T05:00:00+0200,0,0,0,0.11,1.37,0,12.313,0,0
2017-09-09T06:00:00+0200,2,0,34,0.1,9.45,21,12.175,0.0104,0.4246
2017-09-09T07:00:00+0200,54,14.02,184,4.04,133.75,775,12.379,0.5829,20.0294
2017-09-09T08:00:00+0200,163,131.34,347,10.13,394.66,2570,13.002,2.3872,63.4476
2017-09-09T09:00:00+0200,311,332.39,468,13.06,666.94,4451,13.687,5.3281,112.2125
2017-09-09T10:00:00+0200,449,629.34,524,20.35,980.15,5680,14.614,15.479,187.1672
2017-09-09T11:00:00+0200,547,921.11,607,36.98,1166.27,6915,15.664,47.2745,270.8179
2017-09-09T12:00:00+0200,599,1097.59,617,48.41,1209.81,8059,16.527,84.4758,311.1976
2017-09-09T13:00:00+0200,609,1122.85,587,50.18,1105.07,8442,17.067,100.8652,320.9927
2017-09-09T14:00:00+0200,575,1197.94,460,46.24,929.92,8416,17.229,82.3917,305.0789
2017-09-09T15:00:00+0200,496,977.55,308,38.15,718.99,7699,17.165,61.608,270.8584
2017-09-09T16:00:00+0200,380,743.09,151,26.99,454.56,5604,16.91,39.7084,218.3143
2017-09-09T17:00:00+0200,236,624.99,48,17.12,215.29,3241,16.389,18.9034,149.3855
2017-09-09T18:00:00+0200,98,356.35,3,8.46,55.24,1223,15.422,5.3722,73.3349
2017-09-09T19:00:00+0200,17,83.93,0,1.65,5.08,163,13.871,0.5999,14.5878
2017-09-09T20:00:00+0200,0,0.58,0,0.1,0.83,0,12.837,0,0.0004
2017-09-09T21:00:00+0200,0,0,0,0.08,0,0,12.345,0,0
2017-09-09T22:00:00+0200,0,0,0,0.1,0,0,11.864,0,0
2017-09-09T23:00:00+0200,0,0,0,0.08,0,0,11.412,0,0
2017-09-10T00:00:00+0200,0,0,0,0.12,0,0,11.004,0,0
2017-09-10T01:00:00+0200,0,0,0,0.13,0,0,10.608,0,0
2017-09-10T02:00:00+0200,0,0,0,0.12,0,0,10.252,0,0
2017-09-10T03:00:00+0200,0,0,0,0.13,0,0,9.92,0,0
2017-09-10T04:00:00+0200,0,0,0,0.12,0,0,9.607,0,0
2017-09-10T05:00:00+0200,0,0,0,0.1,1.23,0,9.352,0,0
2017-09-10T06:00:00+0200,2,0,34,0.09,7.16,15,9.167,0.0144,0.3519
2017-09-10T07:00:00+0200,41,37.73,178,2.19,52.16,714,9.602,2.725,29.5086
2017-09-10T08:00:00+0200,117,318.46,367,18.57,161.74,3119,10.655,20.8929,100.0984
2017-09-10T09:00:00+0200,216,723.8,527,54.36,327.64,6672,12.136,82.1094,166.2374
2017-09-10T10:00:00+0200,313,991.83,647,95.97,485.61,10632,13.975,207.9134,188.2355
2017-09-10T11:00:00+0200,387,1140.06,705,135.55,576.52,13807,15.538,339.6847,180.8409
2017-09-10T12:00:00+0200,428,1190.63,709,178.97,586.39,15456,16.69,427.6019,171.3134
2017-09-10T13:00:00+0200,429,1230.04,675,175.69,574.01,16010,17.53,467.392,161.5171
2017-09-10T14:00:00+0200,406,1195.02,594,157.55,402.31,14609,18.111,466.5111,148.0776
2017-09-10T15:00:00+0200,361,1064.9,463,144.05,325.83,12935,18.357,405.9594,138.8318
2017-09-10T16:00:00+0200,282,920.68,279,110.6,194.32,10192,18.273,304.3913,129.1821
2017-09-10T17:00:00+0200,182,615.63,93,66.45,107.07,6483,17.809,172.6362,117.6152
2017-09-10T18:00:00+0200,84,202.44,6,30.87,34.32,2477,16.733,48.0331,85.9648
2017-09-10T19:00:00+0200,16,41.35,0,4.74,5.5,209,14.509,2.8569,19.3689
2017-09-10T20:00:00+0200,0,0.08,0,0.01,0.78,0,13.174,0,0
2017-09-10T21:00:00+0200,0,0,0,0,0,0,12.635,0,0
2017-09-10T22:00:00+0200,0,0,0,0.01,0,0,12.101,0,0
2017-09-10T23:00:00+0200,0,0,0,0.04,0,0,11.651,0,0
2017-09-11T00:00:00+0200,0,0,0,0.04,0,0,11.298,0,0
2017-09-11T01:00:00+0200,0,0,0,0.04,0,0,10.979,0,0
2017-09-11T02:00:00+0200,0,0,0,0.04,0,0,10.711,0,0
2017-09-11T03:00:00+0200,0,0,0,0.04,0,0,10.539,0,0
2017-09-11T04:00:00+0200,0,0,0,0.04,0,0,10.47,0,0
2017-09-11T05:00:00+0200,0,0,0,0.02,1.18,0,10.369,0,0
2017-09-11T06:00:00+0200,1,0,33,0.01,5.36,19,10.262,0.0366,0.4283
2017-09-11T07:00:00+0200,30,34.82,183,6.85,79.09,1042,10.668,3.6732,30.4937
2017-09-11T08:00:00+0200,86,289.77,382,41.49,226.73,4063,11.737,21.8146,99.577
2017-09-11T09:00:00+0200,172,690.68,551,85.57,438.99,7660,13.258,66.8619,166.4469
2017-09-11T10:00:00+0200,245,1001.49,655,133.73,553.17,10337,14.783,144.843,208.8833
2017-09-11T11:00:00+0200,304,1196.03,718,158.42,554.07,12052,16.013,243.8954,221.7332
2017-09-11T12:00:00+0200,343,1157.78,730,141.47,632.34,12887,16.91,299.952,227.952
2017-09-11T13:00:00+0200,328,1024.84,695,116.76,573.46,13257,17.458,303.6694,233.6623
2017-09-11T14:00:00+0200,289,834.21,607,104.29,436.93,12863,17.717,295.1326,224.3647
2017-09-11T15:00:00+0200,253,633.88,464,110.04,298.68,11370,17.666,241.1505,210.7147
2017-09-11T16:00:00+0200,185,564.37,274,93.22,147.89,8911,17.394,182.3234,181.1473
2017-09-11T17:00:00+0200,99,432.93,86,67.77,85.04,5564,16.875,109.196,141.151
2017-09-11T18:00:00+0200,43,297.88,5,28.84,40.47,2252,15.88,35.1617,86.2158
2017-09-11T19:00:00+0200,8,66.63,0,4.08,7.23,186,14.092,2.9246,17.0823
2017-09-11T20:00:00+0200,0,0.33,0,0.01,0.58,0,12.812,0,0
2017-09-11T21:00:00+0200,0,0,0,0,0,0,12.192,0,0
2017-09-11T22:00:00+0200,0,0,0,0.01,0,0,11.68,0,0
2017-09-11T23:00:00+0200,0,0,0,0.04,0,0,11.263,0,0
2017-09-12T00:00:00+0200,0,0,0,0.04,0,0,10.997,0,0
2017-09-12T01:00:00+0200,0,0,0,0.04,0,0,10.768,0,0
2017-09-12T02:00:00+0200,0,0,0,0.04,0,0,10.583,0,0
2017-09-12T03:00:00+0200,0,0,0,0.04,0,0,10.447,0,0
2017-09-12T04:00:00+0200,0,0,0,0.04,0,0,10.339,0,0
2017-09-12T05:00:00+0200,0,0,0,0.04,1.04,0,10.278,0,0
2017-09-12T06:00:00+0200,1,0,30,0.01,5.4,12,10.199,0.0232,0.3145
2017-09-12T07:00:00+0200,41,24.67,181,3.22,91.18,882,10.479,2.1811,26.0711
2017-09-12T08:00:00+0200,120,243.68,386,22.22,287.48,3272,11.388,14.3417,93.9879
2017-09-12T09:00:00+0200,220,584.55,538,50,395.73,6256,12.566,42.6523,164.5966
2017-09-12T10:00:00+0200,314,903.8,615,77.8,495.14,9672,13.733,106.3403,220.9052
2017-09-12T11:00:00+0200,375,1127.2,665,115.78,570.78,11927,14.785,194.1769,244.057
2017-09-12T12:00:00+0200,406,1221.17,608,143.6,500.12,12986,15.651,250.8962,252.3248
2017-09-12T13:00:00+0200,408,1331.21,580,161.98,454.9,13407,16.26,255.0622,258.5377
2017-09-12T14:00:00+0200,373,1555.23,531,167.28,415.39,12969,16.561,223.4426,257.3853
2017-09-12T15:00:00+0200,323,1398.38,414,149,415.39,12277,16.518,156.0573,244.8249
2017-09-12T16:00:00+0200,248,1124.59,263,123.06,371.94,10248,16.216,96.9655,209.3803
2017-09-12T17:00:00+0200,157,756.1,87,83.59,213.28,6529,15.64,43.161,150.7597
2017-09-12T18:00:00+0200,72,330.41,4,34.6,70.56,2412,14.741,15.0671,81.0874
2017-09-12T19:00:00+0200,13,67.49,0,4.51,6.7,183,13.073,1.3808,14.0663
2017-09-12T20:00:00+0200,0,0.12,0,0.04,0.42,0,11.996,0,0
2017-09-12T21:00:00+0200,0,0,0,0.04,0,0,11.515,0,0
2017-09-12T22:00:00+0200,0,0,0,0.04,0,0,11.023,0,0
2017-09-12T23:00:00+0200,0,0,0,0.01,0,0,10.559,0,0
2017-09-13T00:00:00+0200,0,0,0,0,0,0,10.14,0,0
2017-09-13T01:00:00+0200,0,0,0,0,0,0,9.823,0,0
2017-09-13T02:00:00+0200,0,0,0,0.01,0,0,9.695,0,0
2017-09-13T03:00:00+0200,0,0,0,0.04,0,0,9.589,0,0
2017-09-13T04:00:00+0200,0,0,0,0.04,0,0,9.551,0,0
2017-09-13T05:00:00+0200,0,0,0,0.04,0.93,0,9.595,0,0
2017-09-13T06:00:00+0200,2,0,27,0.05,7.41,6,9.761,0.0031,0.1142
2017-09-13T07:00:00+0200,51,24.2,174,7.06,158.98,682,10.239,1.4124,22.933
2017-09-13T08:00:00+0200,159,206.85,374,30.94,489.28,2438,11.305,9.2181,85.7422
2017-09-13T09:00:00+0200,303,541.64,516,46.93,759.19,3856,12.74,26.5191,156.3993
2017-09-13T10:00:00+0200,435,995.89,609,52.25,869.17,5808,14.233,54.9591,220.5247
2017-09-13T11:00:00+0200,525,1473.84,624,65.47,807.17,8064,15.425,82.9732,264.0763
2017-09-13T12:00:00+0200,581,1540.54,612,85.87,687.69,10052,16.481,135.9896,290.0078
2017-09-13T13:00:00+0200,566,1186.11,555,110.79,512.62,11986,17.225,169.6569,291.0862
2017-09-13T14:00:00+0200,509,1089.64,500,120.81,367.02,11818,17.524,156.6404,280.2367
2017-09-13T15:00:00+0200,424,1118.56,398,110.09,275.43,9505,17.563,127.25,254.1211
2017-09-13T16:00:00+0200,298,978.44,235,90.77,198.6,6850,17.41,89.7202,210.7674
