Preds,Actual
15.391406,13.4721425
15.689765,13.96015433
15.633928,14.79843864
16.099709,14.38742941
14.793001,13.55035529
15.092924,13.37251973
13.943166,10.85436661
13.656494,7.704654093
13.171548,4.405485933
9.842036,2.53640891
10.710313,1.891555816
10.673179,1.448678334
12.104279,2.155138105
10.765251,1.706059588
15.387559,5.497963701
15.931131,6.896527473
14.183116,5.804668282
10.360466,4.380005488
8.106791,2.715281887
9.308145,1.781585489
10.367859,1.920260399
11.263596,2.444969845
12.131308,2.88452248
11.306421,2.353333155
11.436243,2.235083791
13.802096,3.192493288
12.636987,2.673136969
11.930713,2.240540575
12.1041565,2.322173651
11.307847,2.231362643
10.672471,2.417491458
10.099363,2.123587777
11.058351,2.388976071
11.336864,2.515438002
12.904115,3.333841285
30.142181,33.41597293
33.810658,41.45186564
34.36374,45.38475527
27.223862,22.04300405
29.274118,28.69454886
28.058523,25.25926743
26.823313,22.80182662
21.003729,9.883053058
20.956017,10.73649417
19.456356,10.70505719
13.571203,6.233555959
9.898117,3.858926385
7.9600663,2.951203334
6.082241,1.074675798
5.50464,0.063257077
6.403597,0.034124076
6.3607574,0.034124076
6.5235043,0.034124076
5.2981815,0.034124076
5.50646,0.034124076
5.3589845,0.034124076
6.1410847,0.034124076
5.5855575,0.034124076
5.639219,0.034124076
6.251297,0.490866584
5.8131294,1.034022963
6.5976562,1.801649286
7.5186954,4.272284347
6.8824224,3.85946195
6.398686,3.291008897
5.9358554,2.106456844
6.084054,2.999467645
6.2218385,4.194419613
5.9647937,4.299853961
6.1155925,6.289634006
6.169716,8.177993706
5.793065,8.263006617
5.0099564,5.880788109
6.5530047,2.698194988
4.105344,1.154559753
2.6648116,0.555285084
2.9641535,1.432509713
4.624306,3.305219502
3.8124914,2.466408898
3.6248236,2.198578113
3.916212,2.803267797
6.765922,4.421716813
6.356764,4.791603375
4.5027895,2.870687319
4.576543,3.225547076
6.642145,11.68609688
4.5022154,5.379079116
6.8233943,6.29334167
7.644853,5.948725288
10.015835,6.180256025
5.897007,4.000174937
3.5811934,0.750836491
4.3350325,5.25891777
6.984548,8.566096236
5.9006567,4.431604338
6.0579634,4.214905942
10.467804,7.409050592
10.011776,5.392095759
10.393126,6.262714993
10.774109,7.802421132
7.210373,4.72573851
8.171045,6.267761781
5.3937197,3.606006316
6.196083,5.291732639
7.314563,5.313869066
8.036217,6.43168359
7.1248164,5.127872773
6.8453193,5.097588672
7.010799,4.849524931
6.3990407,3.037060045
4.665514,4.610946724
5.3028607,5.039718523
7.6109757,5.171460472
10.883111,6.703742013
12.351937,6.533401004
14.038193,5.879821479
16.667751,6.087520605
18.099627,6.671130246
18.864319,7.112081841
18.744473,7.295953991
19.751694,9.426509386
20.665737,10.94475709
21.435652,12.89779043
21.3097,12.60877215
21.393387,13.28361417
21.483952,14.06007964
21.553755,14.87404818
21.646313,15.23756021
21.250143,14.9254827
19.57767,12.48324925
18.797523,11.64533828
19.390224,13.07954139
17.56116,10.43806072
17.952963,11.75621087
18.357159,12.73884251
18.483492,13.16012314
17.466673,11.83905961
17.688263,12.66999938
16.732622,11.71134135
15.972296,11.27263273
16.897179,14.74412025
16.062927,13.98486956
13.387641,10.91540085
12.648603,11.06409676
11.897715,10.51424839
12.13668,12.01659178
12.983095,13.81298717
11.901161,12.55719521
10.550313,10.49068098
9.910615,8.18360387
9.909801,7.238686828
9.409969,6.141267616
9.650131,5.443135446
12.342717,4.85810367
11.44423,4.039736415
12.354076,3.932049826
14.995736,5.437084947
13.530911,3.860713008
11.98027,2.650264825
10.21843,1.799590561
8.712231,1.543755853
8.262704,0.822880322
7.9676614,0.600290705
7.561317,0.309629255
7.664649,0.517243869
9.0372305,1.056429701
9.65842,1.401515071
9.04578,1.363842611
7.6385117,1.028309773
6.769159,1.108655975
7.4093766,1.673578657
7.304504,1.628872527
7.03127,1.431878707
6.5080867,0.982235339
5.45355,0.245201365
4.9266725,0.034344997
4.931406,0.034124076
5.192073,0.034124076
7.0184975,2.689083421
