Preds,Actual
18.05465,13.4721425
18.23481,13.96015433
18.25506,14.79843864
18.507082,14.38742941
17.67788,13.55035529
17.814327,13.37251973
17.039526,10.85436661
16.407326,7.704654093
15.221137,4.405485933
13.257636,2.53640891
12.957149,1.891555816
12.409062,1.448678334
12.966561,2.155138105
11.796544,1.706059588
15.180728,5.497963701
15.839088,6.896527473
15.023598,5.804668282
13.450535,4.380005488
12.075127,2.715281887
12.152724,1.781585489
12.444377,1.920260399
13.014579,2.444969845
13.450396,2.88452248
12.7271385,2.353333155
12.668687,2.235083791
14.265052,3.192493288
13.29213,2.673136969
12.652612,2.240540575
12.689108,2.322173651
12.183705,2.231362643
11.90665,2.417491458
11.493263,2.123587777
12.158784,2.388976071
12.378089,2.515438002
13.66829,3.333841285
28.87482,33.41597293
31.196564,41.45186564
31.683308,45.38475527
26.121552,22.04300405
27.22738,28.69454886
26.504374,25.25926743
25.363493,22.80182662
20.68868,9.883053058
20.317759,10.73649417
19.764833,10.70505719
16.401508,6.233555959
14.459955,3.858926385
13.435597,2.951203334
10.677446,1.074675798
6.1743064,0.063257077
8.2575,0.034124076
8.596083,0.034124076
8.9468775,0.034124076
6.4338365,0.034124076
7.7017226,0.034124076
6.606489,0.034124076
5.9824576,0.034124076
6.271585,0.034124076
5.862372,0.034124076
7.370718,0.490866584
6.2438855,1.034022963
6.288901,1.801649286
6.8348327,4.272284347
5.7554493,3.85946195
5.293568,3.291008897
5.0228624,2.106456844
4.8784204,2.999467645
4.7354035,4.194419613
4.583451,4.299853961
4.3697343,6.289634006
3.9496262,8.177993706
3.6154776,8.263006617
3.6987822,5.880788109
4.542537,2.698194988
4.0938053,1.154559753
3.7535298,0.555285084
3.8235984,1.432509713
5.871106,3.305219502
5.0289626,2.466408898
4.4939213,2.198578113
4.1994042,2.803267797
5.3731656,4.421716813
6.385255,4.791603375
5.3326936,2.870687319
5.264119,3.225547076
8.427397,11.68609688
8.440539,5.379079116
11.03643,6.29334167
12.015102,5.948725288
13.3967285,6.180256025
